loyalty_id,customer_id,booking_id,transaction_date,miles_earned,miles_redeemed,activity_type
LOY0003570,CUST0150,BKG006178,2025-01-10,1539,769,flight
LOY0003571,CUST0150,BKG006421,2024-12-24,2289,0,flight
LOY0003572,CUST0150,BKG006797,2024-11-24,4814,2407,flight
LOY0003573,CUST0150,BKG006827,2025-01-13,775,387,flight
LOY0003574,CUST0150,BKG007036,2024-11-28,796,0,flight
LOY0003575,CUST0150,BKG007137,2024-12-18,1157,0,bonus_campaign
LOY0003576,CUST0150,BKG007799,2024-12-05,1142,571,flight
LOY0003577,CUST0150,BKG007813,2024-11-23,1165,1165,flight
LOY0003578,CUST0150,BKG008083,2025-01-19,959,479,bonus_campaign
LOY0003579,CUST0150,BKG008721,2024-12-13,1883,0,flight
LOY0003580,CUST0150,BKG008742,2025-01-20,3150,1575,flight
LOY0003581,CUST0150,BKG008933,2024-12-24,1000,500,flight
LOY0003582,CUST0150,BKG009555,2024-11-28,2320,1160,flight
LOY0003583,CUST0150,BKG009730,2024-12-29,1381,690,flight
LOY0003584,CUST0150,BKG009820,2024-12-08,605,0,flight
LOY0003585,CUST0150,BKG010179,2025-01-06,1570,0,flight
LOY0003586,CUST0150,BKG010531,2024-12-07,1235,617,flight
LOY0003587,CUST0150,BKG010828,2024-12-27,2016,2016,flight
LOY0003588,CUST0150,BKG011363,2025-01-01,4490,0,partner_hotel
LOY0003589,CUST0151,BKG000209,2024-12-21,1300,0,flight
LOY0003590,CUST0151,BKG000684,2024-11-07,2702,1351,partner_hotel
LOY0003591,CUST0151,BKG000786,2024-11-06,926,0,flight
LOY0003592,CUST0151,BKG000934,2024-12-17,1665,0,flight
LOY0003593,CUST0151,BKG001581,2024-11-29,1444,0,flight
LOY0003594,CUST0151,BKG001848,2024-12-22,5235,0,flight
LOY0003595,CUST0151,BKG002413,2024-12-07,955,0,bonus_campaign
LOY0003596,CUST0151,BKG002932,2024-12-22,11243,5621,flight
LOY0003597,CUST0151,BKG003124,2024-12-09,892,0,bonus_campaign
LOY0003598,CUST0151,BKG003412,2025-01-08,2232,0,bonus_campaign
LOY0003599,CUST0151,BKG003898,2024-11-19,584,0,flight
LOY0003600,CUST0151,BKG003924,2024-12-01,873,873,partner_hotel
LOY0003601,CUST0151,BKG004057,2024-12-15,596,0,flight
LOY0003602,CUST0151,BKG005278,2025-01-02,602,0,flight
LOY0003603,CUST0151,BKG006108,2025-01-16,229,0,flight
LOY0003604,CUST0151,BKG006787,2024-11-25,5691,0,flight
LOY0003605,CUST0151,BKG007029,2024-12-28,945,472,flight
LOY0003606,CUST0151,BKG007502,2024-12-14,2160,1080,flight
LOY0003607,CUST0151,BKG007605,2024-12-16,1336,0,bonus_campaign
LOY0003608,CUST0151,BKG008235,2024-11-29,1008,0,flight
LOY0003609,CUST0151,BKG008986,2025-01-11,1635,817,flight
LOY0003610,CUST0151,BKG009323,2025-01-16,695,347,flight
LOY0003611,CUST0151,BKG009739,2025-01-23,1032,0,flight
LOY0003612,CUST0151,BKG009984,2025-01-22,607,0,flight
LOY0003613,CUST0151,BKG010855,2025-01-05,572,286,flight
LOY0003614,CUST0151,BKG011138,2024-12-15,967,483,flight
LOY0003615,CUST0151,BKG011288,2024-12-06,684,342,flight
LOY0003616,CUST0154,BKG000087,2024-11-19,2864,1432,flight
LOY0003617,CUST0154,BKG000336,2024-12-14,2775,0,flight
LOY0003618,CUST0154,BKG000392,2024-12-17,1200,600,flight
LOY0003619,CUST0154,BKG000796,2024-11-25,2696,0,flight
LOY0003620,CUST0154,BKG000904,2024-12-11,780,390,flight
LOY0003621,CUST0154,BKG001055,2024-12-09,2500,1250,flight
LOY0003622,CUST0154,BKG001243,2024-12-03,2131,0,flight
LOY0003623,CUST0154,BKG001321,2024-11-15,923,0,flight
LOY0003624,CUST0154,BKG001566,2024-11-22,1360,0,flight
LOY0003625,CUST0154,BKG001586,2024-12-29,1604,0,bonus_campaign
LOY0003626,CUST0154,BKG001746,2024-11-12,1551,0,flight
LOY0003627,CUST0154,BKG001817,2024-11-12,1539,769,flight
LOY0003628,CUST0154,BKG002027,2024-11-15,1260,630,partner_hotel
LOY0003629,CUST0154,BKG002643,2024-11-12,3859,0,flight
LOY0003630,CUST0154,BKG003017,2024-11-26,2776,0,flight
LOY0003631,CUST0154,BKG003135,2024-12-06,1038,0,partner_hotel
LOY0003632,CUST0154,BKG003465,2024-12-09,455,227,bonus_campaign
LOY0003633,CUST0154,BKG003740,2024-12-12,975,487,flight
LOY0003634,CUST0154,BKG003762,2024-11-11,1189,0,flight
LOY0003635,CUST0154,BKG004333,2024-12-30,1570,0,flight
LOY0003636,CUST0154,BKG004391,2024-12-16,678,339,flight
LOY0003637,CUST0154,BKG005506,2024-12-26,2473,2473,flight
LOY0003638,CUST0154,BKG005588,2024-11-16,1570,785,flight
LOY0003639,CUST0154,BKG006187,2024-11-30,1800,1800,flight
LOY0003640,CUST0154,BKG006311,2025-01-03,1380,690,flight
LOY0003641,CUST0154,BKG006517,2024-12-26,420,210,flight
LOY0003642,CUST0154,BKG007454,2025-01-06,340,0,flight
LOY0003643,CUST0154,BKG007520,2024-11-29,3800,3800,partner_hotel
LOY0003644,CUST0154,BKG007814,2024-12-28,1259,0,partner_hotel
LOY0003645,CUST0154,BKG007840,2024-12-30,1864,0,flight
LOY0003646,CUST0154,BKG008757,2024-12-01,766,383,flight
LOY0003647,CUST0154,BKG009027,2025-01-18,537,537,flight
LOY0003648,CUST0154,BKG009612,2025-01-20,583,0,flight
LOY0003649,CUST0154,BKG011387,2025-01-06,15111,15111,bonus_campaign
LOY0003650,CUST0156,BKG000124,2024-12-31,2737,0,flight
LOY0003651,CUST0156,BKG000390,2024-12-15,619,619,flight
LOY0003652,CUST0156,BKG000440,2024-12-29,680,680,bonus_campaign
LOY0003653,CUST0156,BKG000490,2024-11-12,7612,0,flight
LOY0003654,CUST0156,BKG000522,2024-12-11,1540,0,flight
LOY0003655,CUST0156,BKG000975,2024-11-15,6355,3177,flight
LOY0003656,CUST0156,BKG001021,2024-12-30,828,0,bonus_campaign
LOY0003657,CUST0156,BKG001455,2024-11-11,4395,0,flight
LOY0003658,CUST0156,BKG001830,2024-12-27,11952,11952,flight
LOY0003659,CUST0156,BKG002650,2024-11-16,750,0,flight
LOY0003660,CUST0156,BKG002687,2024-12-12,914,0,flight
LOY0003661,CUST0156,BKG002875,2024-12-06,2761,0,flight
LOY0003662,CUST0156,BKG003038,2025-01-07,780,390,flight
LOY0003663,CUST0156,BKG003099,2024-11-18,502,502,flight
LOY0003664,CUST0156,BKG003404,2025-01-06,1670,835,flight
LOY0003665,CUST0156,BKG003545,2024-12-31,1579,0,partner_hotel
LOY0003666,CUST0156,BKG003622,2024-12-15,1260,0,partner_hotel
LOY0003667,CUST0156,BKG004173,2024-12-27,1732,1732,partner_hotel
LOY0003668,CUST0156,BKG004227,2024-12-18,240,240,bonus_campaign
LOY0003669,CUST0156,BKG004777,2024-11-23,1282,0,partner_hotel
LOY0003670,CUST0156,BKG004810,2024-11-29,5065,0,partner_hotel
LOY0003671,CUST0156,BKG004983,2024-11-15,861,861,flight
LOY0003672,CUST0156,BKG005133,2024-11-24,1192,1192,flight
LOY0003673,CUST0156,BKG005184,2024-11-17,1775,0,flight
LOY0003674,CUST0156,BKG005485,2024-11-28,724,0,bonus_campaign
LOY0003675,CUST0156,BKG005639,2024-12-04,18985,9492,flight
LOY0003676,CUST0156,BKG005848,2025-01-04,1185,0,partner_hotel
LOY0003677,CUST0156,BKG005891,2024-11-23,954,954,flight
LOY0003678,CUST0156,BKG006042,2024-11-21,564,564,flight
LOY0003679,CUST0156,BKG006448,2024-11-24,1488,1488,flight
LOY0003680,CUST0156,BKG006481,2025-01-08,1026,0,partner_hotel
LOY0003681,CUST0156,BKG007270,2024-12-30,590,0,flight
LOY0003682,CUST0156,BKG007439,2025-01-12,525,262,partner_hotel
LOY0003683,CUST0156,BKG007512,2024-12-29,5551,0,flight
LOY0003684,CUST0156,BKG007951,2024-12-14,486,0,flight
LOY0003685,CUST0156,BKG008215,2025-01-07,907,0,flight
LOY0003686,CUST0156,BKG008276,2025-01-14,2964,0,flight
LOY0003687,CUST0156,BKG008913,2024-12-10,1824,0,flight
LOY0003688,CUST0156,BKG008921,2024-11-30,1710,0,flight
LOY0003689,CUST0156,BKG009671,2025-01-22,642,0,partner_hotel
LOY0003690,CUST0156,BKG009880,2024-12-21,2731,0,flight
LOY0003691,CUST0156,BKG010825,2025-01-11,2150,0,partner_hotel
LOY0003692,CUST0156,BKG010873,2024-12-29,480,480,flight
LOY0003693,CUST0157,BKG000136,2024-11-18,391,0,flight
LOY0003694,CUST0157,BKG000204,2024-11-11,885,442,flight
LOY0003695,CUST0157,BKG000622,2024-12-08,702,351,flight
LOY0003696,CUST0157,BKG000682,2024-11-03,9845,4922,flight
LOY0003697,CUST0157,BKG000753,2024-12-29,3252,0,flight
LOY0003698,CUST0157,BKG000899,2024-11-24,783,391,flight
LOY0003699,CUST0157,BKG001465,2024-11-19,1836,918,flight
LOY0003700,CUST0157,BKG001531,2024-12-05,1715,0,flight
LOY0003701,CUST0157,BKG001844,2024-12-01,5040,0,flight
LOY0003702,CUST0157,BKG001868,2024-12-18,1565,1565,flight
LOY0003703,CUST0157,BKG001929,2024-11-21,405,0,flight
LOY0003704,CUST0157,BKG002363,2024-11-17,964,0,flight
LOY0003705,CUST0157,BKG002670,2024-11-22,573,0,flight
LOY0003706,CUST0157,BKG002772,2024-12-31,1008,0,flight
LOY0003707,CUST0157,BKG003068,2024-12-03,648,324,bonus_campaign
LOY0003708,CUST0157,BKG003315,2024-12-16,1242,621,flight
LOY0003709,CUST0157,BKG003563,2024-12-30,1800,0,flight
LOY0003710,CUST0157,BKG003731,2024-11-14,805,0,partner_hotel
LOY0003711,CUST0157,BKG004346,2024-12-01,927,0,flight
LOY0003712,CUST0157,BKG004434,2024-11-26,1816,908,bonus_campaign
LOY0003713,CUST0157,BKG005649,2024-12-22,8883,8883,flight
LOY0003714,CUST0157,BKG005745,2024-11-24,329,0,flight
LOY0003715,CUST0157,BKG005815,2024-12-09,808,0,flight
LOY0003716,CUST0157,BKG005996,2024-11-19,5580,0,flight
LOY0003717,CUST0157,BKG006198,2024-12-03,717,358,flight
LOY0003718,CUST0157,BKG006637,2025-01-08,1033,0,partner_hotel
LOY0003719,CUST0157,BKG007235,2024-12-03,972,0,bonus_campaign
LOY0003720,CUST0157,BKG007709,2025-01-01,2624,0,flight
LOY0003721,CUST0157,BKG007912,2025-01-06,2514,1257,flight
LOY0003722,CUST0157,BKG008170,2024-12-06,2635,1317,flight
LOY0003723,CUST0157,BKG008691,2025-01-01,1172,1172,flight
LOY0003724,CUST0157,BKG008785,2024-12-12,1127,0,flight
LOY0003725,CUST0157,BKG008916,2025-01-12,1906,1906,flight
LOY0003726,CUST0157,BKG009035,2024-11-28,2247,0,flight
LOY0003727,CUST0157,BKG009502,2025-01-14,6912,0,flight
LOY0003728,CUST0157,BKG009794,2024-12-02,678,339,partner_hotel
LOY0003729,CUST0157,BKG009932,2025-01-25,737,0,bonus_campaign
LOY0003730,CUST0157,BKG009939,2025-01-07,826,0,flight
LOY0003731,CUST0157,BKG010335,2024-11-28,2460,0,flight
LOY0003732,CUST0157,BKG010431,2024-12-01,1246,623,flight
LOY0003733,CUST0157,BKG010788,2024-12-12,573,0,flight
LOY0003734,CUST0157,BKG010840,2025-01-06,534,267,flight
LOY0003735,CUST0157,BKG011234,2025-01-01,2280,0,flight
LOY0003736,CUST0157,BKG011252,2024-12-16,531,0,flight
LOY0003737,CUST0162,BKG000817,2024-12-31,979,0,flight
LOY0003738,CUST0162,BKG001188,2024-12-28,472,0,flight
LOY0003739,CUST0162,BKG001266,2024-12-02,405,0,partner_hotel
LOY0003740,CUST0162,BKG001376,2024-11-20,1021,0,partner_hotel
LOY0003741,CUST0162,BKG001414,2024-12-08,627,313,flight
LOY0003742,CUST0162,BKG001799,2024-11-26,1730,0,flight
LOY0003743,CUST0162,BKG002029,2025-01-02,702,351,flight
LOY0003744,CUST0162,BKG002385,2024-11-22,720,0,bonus_campaign
LOY0003745,CUST0162,BKG002390,2024-11-21,824,412,flight
LOY0003746,CUST0162,BKG002789,2025-01-03,1300,0,partner_hotel
LOY0003747,CUST0162,BKG002806,2024-12-26,1494,0,partner_hotel
LOY0003748,CUST0162,BKG003365,2024-11-20,2177,0,flight
LOY0003749,CUST0162,BKG003586,2024-12-18,1461,0,flight
LOY0003750,CUST0162,BKG003809,2024-12-19,730,0,flight
LOY0003751,CUST0162,BKG003872,2024-11-23,749,374,flight
LOY0003752,CUST0162,BKG004765,2025-01-08,847,0,flight
LOY0003753,CUST0162,BKG005046,2025-01-07,480,0,flight
LOY0003754,CUST0162,BKG005377,2024-12-21,285,0,partner_hotel
LOY0003755,CUST0162,BKG005483,2025-01-12,1323,0,flight
LOY0003756,CUST0162,BKG005630,2024-12-31,5566,0,flight
LOY0003757,CUST0162,BKG006171,2024-12-26,907,0,flight
LOY0003758,CUST0162,BKG006257,2024-12-22,369,369,flight
LOY0003759,CUST0162,BKG006789,2024-12-24,4374,0,flight
LOY0003760,CUST0162,BKG007008,2024-11-26,1189,0,flight
LOY0003761,CUST0162,BKG007095,2025-01-11,1108,554,flight
LOY0003762,CUST0162,BKG007189,2025-01-12,1118,1118,flight
LOY0003763,CUST0162,BKG007249,2024-12-24,7748,7748,flight
LOY0003764,CUST0162,BKG007806,2025-01-16,725,362,flight
LOY0003765,CUST0162,BKG008373,2024-12-21,842,0,flight
LOY0003766,CUST0162,BKG008908,2025-01-10,1159,579,partner_hotel
LOY0003767,CUST0162,BKG009167,2024-12-22,1273,636,flight
LOY0003768,CUST0162,BKG009226,2024-12-07,1713,1713,partner_hotel
LOY0003769,CUST0162,BKG009477,2025-01-23,5389,0,flight
LOY0003770,CUST0162,BKG009526,2024-12-26,3877,0,flight
LOY0003771,CUST0162,BKG009944,2024-12-12,2761,0,flight
LOY0003772,CUST0162,BKG010603,2025-01-20,807,0,flight
LOY0003773,CUST0162,BKG011066,2025-01-18,415,0,flight
LOY0003774,CUST0162,BKG011323,2025-01-15,1049,0,flight
LOY0003775,CUST0162,BKG011450,2024-12-03,1309,1309,flight
LOY0003776,CUST0164,BKG000062,2024-12-21,348,174,flight
LOY0003777,CUST0164,BKG000399,2024-12-02,2184,2184,flight
LOY0003778,CUST0164,BKG000485,2024-12-07,2563,0,flight
LOY0003779,CUST0164,BKG000645,2024-11-11,690,0,flight
LOY0003780,CUST0164,BKG000976,2024-11-30,1050,0,flight
LOY0003781,CUST0164,BKG001242,2024-11-20,1560,0,flight
LOY0003782,CUST0164,BKG001592,2024-11-19,477,238,flight
LOY0003783,CUST0164,BKG001846,2024-12-03,8784,0,flight
LOY0003784,CUST0164,BKG002132,2024-11-21,1016,0,flight
LOY0003785,CUST0164,BKG002359,2024-11-17,1188,0,flight
LOY0003786,CUST0164,BKG002562,2024-11-26,1830,0,bonus_campaign
LOY0003787,CUST0164,BKG002948,2024-11-19,6363,0,partner_hotel
LOY0003788,CUST0164,BKG003203,2024-12-29,1485,1485,flight
LOY0003789,CUST0164,BKG003332,2024-12-25,3546,3546,flight
LOY0003790,CUST0164,BKG003333,2024-11-11,6752,3376,partner_hotel
LOY0003791,CUST0164,BKG003391,2024-12-12,2491,0,flight
LOY0003792,CUST0164,BKG003445,2024-11-18,2067,0,flight
LOY0003793,CUST0164,BKG003780,2025-01-01,3058,0,flight
LOY0003794,CUST0164,BKG004564,2025-01-08,446,223,flight
LOY0003795,CUST0164,BKG006027,2024-12-09,1710,0,flight
LOY0003796,CUST0164,BKG006089,2024-12-03,661,0,flight
LOY0003797,CUST0164,BKG006105,2024-12-27,318,0,flight
LOY0003798,CUST0164,BKG006141,2024-12-16,495,247,flight
LOY0003799,CUST0164,BKG006267,2025-01-05,2368,1184,partner_hotel
LOY0003800,CUST0164,BKG006500,2025-01-12,1200,0,bonus_campaign
LOY0003801,CUST0164,BKG007135,2024-12-16,910,0,flight
LOY0003802,CUST0164,BKG007535,2024-12-14,2370,1185,flight
LOY0003803,CUST0164,BKG007889,2024-12-03,879,0,flight
LOY0003804,CUST0164,BKG008835,2025-01-14,351,0,flight
LOY0003805,CUST0164,BKG009447,2025-01-20,1663,0,bonus_campaign
LOY0003806,CUST0164,BKG010061,2025-01-06,1221,610,flight
LOY0003807,CUST0164,BKG010099,2024-12-20,2024,2024,flight
LOY0003808,CUST0164,BKG010241,2025-01-09,880,440,flight
LOY0003809,CUST0164,BKG010414,2025-01-22,447,223,partner_hotel
LOY0003810,CUST0164,BKG010416,2024-12-09,306,0,partner_hotel
LOY0003811,CUST0164,BKG010504,2024-12-13,1044,0,flight
LOY0003812,CUST0164,BKG010515,2025-01-03,2752,0,flight
LOY0003813,CUST0164,BKG010901,2024-12-14,2965,0,partner_hotel
LOY0003814,CUST0165,BKG000032,2024-11-08,1166,0,flight
LOY0003815,CUST0165,BKG000059,2024-11-27,399,0,flight
LOY0003816,CUST0165,BKG000215,2024-11-17,540,270,flight
LOY0003817,CUST0165,BKG000224,2024-11-08,1425,0,partner_hotel
LOY0003818,CUST0165,BKG000302,2024-11-29,6512,0,flight
LOY0003819,CUST0165,BKG000917,2024-11-06,544,0,flight
LOY0003820,CUST0165,BKG001218,2024-11-24,434,434,flight
LOY0003821,CUST0165,BKG001273,2024-11-22,1620,0,flight
LOY0003822,CUST0165,BKG001941,2024-12-13,336,336,flight
LOY0003823,CUST0165,BKG002267,2024-11-14,603,0,partner_hotel
LOY0003824,CUST0165,BKG002382,2024-11-24,985,0,flight
LOY0003825,CUST0165,BKG002588,2024-12-01,5148,0,flight
LOY0003826,CUST0165,BKG002765,2024-12-16,936,0,partner_hotel
LOY0003827,CUST0165,BKG002774,2025-01-02,1780,890,flight
LOY0003828,CUST0165,BKG002825,2024-12-15,1545,0,flight
LOY0003829,CUST0165,BKG003697,2024-12-10,3752,0,bonus_campaign
LOY0003830,CUST0165,BKG003729,2024-12-26,2109,0,flight
LOY0003831,CUST0165,BKG003899,2024-11-23,556,0,flight
LOY0003832,CUST0165,BKG003999,2024-12-21,772,386,flight
LOY0003833,CUST0165,BKG004029,2024-11-19,559,559,flight
LOY0003834,CUST0165,BKG004155,2024-12-25,2015,0,flight
LOY0003835,CUST0165,BKG004174,2024-12-12,3168,1584,partner_hotel
LOY0003836,CUST0165,BKG004194,2025-01-07,710,0,flight
LOY0003837,CUST0165,BKG004200,2024-11-20,2102,0,flight
LOY0003838,CUST0165,BKG004356,2024-11-13,2704,0,flight
LOY0003839,CUST0165,BKG004365,2024-12-17,891,0,bonus_campaign
LOY0003840,CUST0165,BKG004678,2025-01-06,697,0,flight
LOY0003841,CUST0165,BKG004951,2024-11-30,795,0,partner_hotel
LOY0003842,CUST0165,BKG005501,2024-12-05,1242,1242,partner_hotel
LOY0003843,CUST0165,BKG005912,2025-01-14,654,327,partner_hotel
LOY0003844,CUST0165,BKG005916,2024-12-27,1485,0,flight
LOY0003845,CUST0165,BKG005951,2024-12-07,693,346,flight
LOY0003846,CUST0165,BKG006232,2024-11-27,1062,0,flight
LOY0003847,CUST0165,BKG006304,2024-12-17,1260,630,partner_hotel
LOY0003848,CUST0165,BKG006325,2024-11-26,435,0,partner_hotel
LOY0003849,CUST0165,BKG006873,2024-12-31,1023,511,flight
LOY0003850,CUST0165,BKG006891,2024-12-15,547,0,flight
LOY0003851,CUST0165,BKG007210,2024-12-23,1023,1023,flight
LOY0003852,CUST0165,BKG007697,2025-01-14,386,193,flight
LOY0003853,CUST0165,BKG007908,2024-11-29,3001,3001,flight
LOY0003854,CUST0165,BKG007917,2024-12-22,3280,1640,flight
LOY0003855,CUST0165,BKG007961,2024-12-22,2823,0,flight
LOY0003856,CUST0165,BKG008369,2025-01-12,1848,0,flight
LOY0003857,CUST0165,BKG008829,2024-12-13,441,0,partner_hotel
LOY0003858,CUST0165,BKG009426,2024-12-05,1312,0,bonus_campaign
LOY0003859,CUST0165,BKG009617,2025-01-12,1168,0,flight
LOY0003860,CUST0165,BKG009949,2024-12-04,921,460,flight
LOY0003861,CUST0165,BKG010077,2024-12-12,755,377,flight
LOY0003862,CUST0165,BKG010091,2024-12-10,957,957,bonus_campaign
LOY0003863,CUST0165,BKG010687,2024-12-27,990,0,flight
LOY0003864,CUST0165,BKG010784,2025-01-16,384,0,flight
LOY0003865,CUST0165,BKG010866,2024-12-28,5650,2825,flight
LOY0003866,CUST0165,BKG010910,2024-12-06,645,0,flight
LOY0003867,CUST0167,BKG000548,2024-12-09,1040,0,partner_hotel
LOY0003868,CUST0167,BKG001140,2024-12-16,1111,0,bonus_campaign
LOY0003869,CUST0167,BKG001525,2024-11-28,2383,0,flight
LOY0003870,CUST0167,BKG002423,2024-12-21,1210,0,flight
LOY0003871,CUST0167,BKG003096,2024-12-25,513,0,flight
LOY0003872,CUST0167,BKG003419,2024-12-23,3650,3650,flight
LOY0003873,CUST0167,BKG003511,2024-12-30,761,0,flight
LOY0003874,CUST0167,BKG003588,2024-12-26,1432,716,flight
LOY0003875,CUST0167,BKG003635,2024-12-12,1065,532,partner_hotel
LOY0003876,CUST0167,BKG003651,2024-11-19,855,0,bonus_campaign
LOY0003877,CUST0167,BKG003827,2024-12-30,286,143,flight
LOY0003878,CUST0167,BKG004056,2024-12-25,1143,0,flight
LOY0003879,CUST0167,BKG004061,2024-12-17,1315,0,partner_hotel
LOY0003880,CUST0167,BKG004104,2024-12-24,4087,4087,bonus_campaign
LOY0003881,CUST0167,BKG004254,2024-12-29,725,0,flight
LOY0003882,CUST0167,BKG004375,2024-11-27,2274,0,flight
LOY0003883,CUST0167,BKG004771,2024-12-13,955,0,flight
LOY0003884,CUST0167,BKG004872,2024-12-28,2688,0,flight
LOY0003885,CUST0167,BKG005095,2024-12-20,1290,0,flight
LOY0003886,CUST0167,BKG005204,2024-11-16,8513,0,flight
LOY0003887,CUST0167,BKG005252,2024-12-15,447,447,partner_hotel
LOY0003888,CUST0167,BKG005887,2024-11-22,790,0,flight
LOY0003889,CUST0167,BKG006452,2024-12-17,1570,785,flight
LOY0003890,CUST0167,BKG006701,2024-12-13,3030,0,flight
LOY0003891,CUST0167,BKG006794,2024-12-22,4171,2085,flight
LOY0003892,CUST0167,BKG006795,2024-12-08,5652,0,flight
LOY0003893,CUST0167,BKG006888,2024-12-07,231,231,flight
LOY0003894,CUST0167,BKG007434,2024-12-04,1246,0,flight
LOY0003895,CUST0167,BKG007591,2024-11-21,4164,4164,partner_hotel
LOY0003896,CUST0167,BKG007634,2025-01-09,612,0,flight
LOY0003897,CUST0167,BKG007690,2024-12-05,1360,680,flight
LOY0003898,CUST0167,BKG008145,2024-12-28,1365,0,flight
LOY0003899,CUST0167,BKG008305,2024-12-30,1704,852,flight
LOY0003900,CUST0167,BKG008857,2024-12-03,845,422,partner_hotel
LOY0003901,CUST0167,BKG009164,2024-12-30,756,378,flight
LOY0003902,CUST0167,BKG009419,2024-12-20,796,0,flight
LOY0003903,CUST0167,BKG009616,2025-01-05,1644,0,flight
LOY0003904,CUST0167,BKG009875,2024-12-13,4365,2182,flight
LOY0003905,CUST0167,BKG009924,2024-12-06,799,0,partner_hotel
LOY0003906,CUST0167,BKG010653,2024-12-30,6811,0,flight
LOY0003907,CUST0167,BKG010832,2025-01-07,1057,1057,flight
LOY0003908,CUST0167,BKG011196,2024-12-21,1381,0,flight
LOY0003909,CUST0167,BKG011283,2025-01-18,623,0,flight
LOY0003910,CUST0167,BKG011390,2025-01-17,2835,1417,flight
LOY0003911,CUST0167,BKG011442,2025-01-18,1712,0,bonus_campaign
LOY0003912,CUST0168,BKG000313,2024-11-04,1625,812,bonus_campaign
LOY0003913,CUST0168,BKG000331,2024-11-07,1312,656,flight
LOY0003914,CUST0168,BKG000425,2024-11-29,360,0,flight
LOY0003915,CUST0168,BKG000916,2024-11-12,1576,0,flight
LOY0003916,CUST0168,BKG001993,2024-12-31,1404,0,flight
LOY0003917,CUST0168,BKG002213,2025-01-05,2016,1008,partner_hotel
LOY0003918,CUST0168,BKG002223,2024-11-21,5342,2671,flight
LOY0003919,CUST0168,BKG002283,2024-12-17,1143,571,bonus_campaign
LOY0003920,CUST0168,BKG002436,2024-11-17,690,0,flight
LOY0003921,CUST0168,BKG002483,2024-11-12,610,0,flight
LOY0003922,CUST0168,BKG002506,2024-12-06,882,882,flight
LOY0003923,CUST0168,BKG002617,2024-12-09,1150,575,flight
LOY0003924,CUST0168,BKG002663,2024-12-09,856,0,flight
LOY0003925,CUST0168,BKG003009,2024-11-22,399,199,flight
LOY0003926,CUST0168,BKG003132,2024-11-15,602,0,flight
LOY0003927,CUST0168,BKG003167,2024-12-03,849,849,flight
LOY0003928,CUST0168,BKG003279,2024-12-13,880,0,flight
LOY0003929,CUST0168,BKG003304,2024-12-28,2635,0,flight
LOY0003930,CUST0168,BKG003538,2024-12-25,1566,783,flight
LOY0003931,CUST0168,BKG003902,2025-01-03,1405,702,flight
LOY0003932,CUST0168,BKG004163,2024-11-18,1269,634,flight
LOY0003933,CUST0168,BKG004843,2024-11-17,12756,0,flight
LOY0003934,CUST0168,BKG004858,2024-12-19,702,351,flight
LOY0003935,CUST0168,BKG004897,2024-12-19,1170,585,flight
LOY0003936,CUST0168,BKG004950,2024-11-24,665,332,flight
LOY0003937,CUST0168,BKG006001,2024-11-30,5743,2871,bonus_campaign
LOY0003938,CUST0168,BKG006134,2024-12-02,400,400,bonus_campaign
LOY0003939,CUST0168,BKG007096,2024-12-01,1528,764,flight
LOY0003940,CUST0168,BKG007098,2024-12-25,1105,0,flight
LOY0003941,CUST0168,BKG007133,2024-12-18,1120,0,partner_hotel
LOY0003942,CUST0168,BKG007192,2024-12-04,2227,1113,flight
LOY0003943,CUST0168,BKG007333,2024-12-10,995,0,flight
LOY0003944,CUST0168,BKG007399,2024-12-07,472,0,flight
LOY0003945,CUST0168,BKG007463,2025-01-09,1435,0,flight
LOY0003946,CUST0168,BKG007793,2025-01-02,1375,0,bonus_campaign
LOY0003947,CUST0168,BKG007919,2024-12-18,5079,0,bonus_campaign
LOY0003948,CUST0168,BKG009480,2024-12-27,5868,2934,flight
LOY0003949,CUST0168,BKG010273,2024-12-08,3630,0,partner_hotel
LOY0003950,CUST0168,BKG010549,2025-01-26,1628,0,flight
LOY0003951,CUST0168,BKG010658,2024-12-01,4082,0,flight
LOY0003952,CUST0168,BKG010721,2025-01-20,1920,0,flight
LOY0003953,CUST0168,BKG010965,2024-12-02,2772,0,flight
LOY0003954,CUST0168,BKG010981,2025-01-06,7549,7549,bonus_campaign
LOY0003955,CUST0168,BKG011002,2024-12-10,2109,1054,flight
LOY0003956,CUST0168,BKG011025,2024-12-08,1972,0,partner_hotel
LOY0003957,CUST0169,BKG000009,2024-12-23,414,0,flight
LOY0003958,CUST0169,BKG000540,2024-11-16,1107,553,flight
LOY0003959,CUST0169,BKG001974,2024-12-27,835,0,partner_hotel
LOY0003960,CUST0169,BKG002707,2024-11-11,1265,0,flight
LOY0003961,CUST0169,BKG002768,2024-12-17,2440,1220,flight
LOY0003962,CUST0169,BKG002867,2024-11-26,5664,0,flight
LOY0003963,CUST0169,BKG003197,2025-01-05,2160,0,partner_hotel
LOY0003964,CUST0169,BKG003592,2024-12-21,1053,0,flight
LOY0003965,CUST0169,BKG004096,2024-12-21,4486,2243,flight
LOY0003966,CUST0169,BKG004552,2025-01-01,306,0,flight
LOY0003967,CUST0169,BKG004668,2024-12-10,669,669,flight
LOY0003968,CUST0169,BKG005612,2024-12-29,3456,0,flight
LOY0003969,CUST0169,BKG005747,2024-12-11,1017,508,flight
LOY0003970,CUST0169,BKG006139,2024-12-08,662,0,flight
