ticket_id,customer_id,flight_id,category,ticket_text,sentiment_score,sentiment_label,severity,status,created_at,resolution_days
TKT001031,CUST0016,FLT00410,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,3
TKT001032,CUST0165,FLT00097,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,1
TKT001033,CUST0082,FLT00275,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,in_progress,2026-05-24,3
TKT001034,CUST0255,FLT00223,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,closed,2026-05-24,1
TKT001035,CUST0038,FLT00319,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,closed,2026-05-24,1
TKT001036,CUST0299,FLT00276,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,14
TKT001037,CUST0137,FLT00079,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,14
TKT001038,CUST0282,FLT00164,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,in_progress,2026-05-24,3
TKT001039,CUST0092,FLT00477,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,1
TKT001040,CUST0012,FLT00054,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,open,2026-05-24,14
TKT001041,CUST0284,FLT00451,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,resolved,2026-05-24,30
TKT001042,CUST0099,FLT00167,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,14
TKT001043,CUST0219,FLT00003,service,Meal not served in business class on this flight.,0.0,neutral,low,resolved,2026-05-24,14
TKT001044,CUST0129,FLT00192,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001045,CUST0158,FLT00427,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,critical,resolved,2026-05-24,3
TKT001046,CUST0264,FLT00180,service,Meal not served in business class on this flight.,0.0,neutral,low,in_progress,2026-05-24,1
TKT001047,CUST0129,FLT00211,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,closed,2026-05-24,3
TKT001048,CUST0079,FLT00294,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,resolved,2026-05-24,3
TKT001049,CUST0104,FLT00203,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,open,2026-05-24,5
TKT001050,CUST0056,FLT00261,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,1
TKT001051,CUST0101,FLT00341,service,Meal not served in business class on this flight.,0.0,neutral,low,resolved,2026-05-24,5
TKT001052,CUST0049,FLT00152,service,Meal not served in business class on this flight.,0.0,neutral,critical,in_progress,2026-05-24,3
TKT001053,CUST0273,FLT00183,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,open,2026-05-24,1
TKT001054,CUST0088,FLT00307,service,Meal not served in business class on this flight.,0.0,neutral,low,in_progress,2026-05-24,7
TKT001055,CUST0086,FLT00265,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,5
TKT001056,CUST0119,FLT00418,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,in_progress,2026-05-24,5
TKT001057,CUST0110,FLT00094,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,critical,resolved,2026-05-24,5
TKT001058,CUST0190,FLT00475,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,closed,2026-05-24,5
TKT001059,CUST0152,FLT00231,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,3
TKT001060,CUST0162,FLT00317,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,7
TKT001061,CUST0194,FLT00125,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,1
TKT001062,CUST0237,FLT00036,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,open,2026-05-24,3
TKT001063,CUST0197,FLT00265,service,Meal not served in business class on this flight.,0.0,neutral,critical,closed,2026-05-24,5
TKT001064,CUST0120,FLT00465,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,in_progress,2026-05-24,7
TKT001065,CUST0042,FLT00066,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,open,2026-05-24,3
TKT001066,CUST0280,FLT00459,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT001067,CUST0144,FLT00327,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,resolved,2026-05-24,3
TKT001068,CUST0130,FLT00023,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,closed,2026-05-24,7
TKT001069,CUST0123,FLT00351,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,5
TKT001070,CUST0062,FLT00327,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,closed,2026-05-24,5
TKT001071,CUST0005,FLT00107,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,5
TKT001072,CUST0108,FLT00343,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,resolved,2026-05-24,7
TKT001073,CUST0124,FLT00142,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,7
TKT001074,CUST0236,FLT00437,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,7
TKT001075,CUST0223,FLT00085,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,open,2026-05-24,1
TKT001076,CUST0246,FLT00060,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,5
TKT001077,CUST0083,FLT00332,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT001078,CUST0036,FLT00315,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,3
TKT001079,CUST0220,FLT00036,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,open,2026-05-24,30
TKT001080,CUST0156,FLT00223,service,Meal not served in business class on this flight.,0.0,neutral,medium,open,2026-05-24,3
TKT001081,CUST0152,FLT00060,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,7
TKT001082,CUST0274,FLT00056,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,in_progress,2026-05-24,5
TKT001083,CUST0191,FLT00168,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,5
TKT001084,CUST0213,FLT00250,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,7
TKT001085,CUST0117,FLT00427,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,5
TKT001086,CUST0107,FLT00164,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,closed,2026-05-24,1
TKT001087,CUST0209,FLT00405,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,in_progress,2026-05-24,3
TKT001088,CUST0142,FLT00213,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,5
TKT001089,CUST0067,FLT00474,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,closed,2026-05-24,5
TKT001090,CUST0190,FLT00139,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,closed,2026-05-24,7
TKT001091,CUST0172,FLT00164,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,3
TKT001092,CUST0240,FLT00058,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,30
TKT001093,CUST0098,FLT00032,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,resolved,2026-05-24,30
TKT001094,CUST0031,FLT00196,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT001095,CUST0264,FLT00318,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT001096,CUST0097,FLT00344,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,closed,2026-05-24,5
TKT001097,CUST0237,FLT00130,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT001098,CUST0264,FLT00348,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,in_progress,2026-05-24,14
TKT001099,CUST0017,FLT00118,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,resolved,2026-05-24,14
TKT001100,CUST0015,FLT00286,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,resolved,2026-05-24,7
TKT001101,CUST0069,FLT00137,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,3
TKT001102,CUST0282,FLT00114,service,Meal not served in business class on this flight.,0.0,neutral,high,in_progress,2026-05-24,3
TKT001103,CUST0215,FLT00108,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,resolved,2026-05-24,3
TKT001104,CUST0064,FLT00114,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,3
TKT001105,CUST0010,FLT00297,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,open,2026-05-24,3
TKT001106,CUST0207,FLT00419,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001107,CUST0063,FLT00369,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,closed,2026-05-24,3
TKT001108,CUST0196,FLT00150,service,Meal not served in business class on this flight.,0.0,neutral,low,in_progress,2026-05-24,3
TKT001109,CUST0190,FLT00266,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,open,2026-05-24,1
TKT001110,CUST0103,FLT00411,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,resolved,2026-05-24,5
TKT001111,CUST0068,FLT00441,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001112,CUST0102,FLT00105,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,closed,2026-05-24,3
TKT001113,CUST0014,FLT00314,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,resolved,2026-05-24,7
TKT001114,CUST0245,FLT00194,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,3
TKT001115,CUST0218,FLT00363,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,5
TKT001116,CUST0148,FLT00289,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,closed,2026-05-24,14
TKT001117,CUST0264,FLT00225,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001118,CUST0129,FLT00155,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,open,2026-05-24,1
TKT001119,CUST0256,FLT00033,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,3
TKT001120,CUST0111,FLT00430,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,closed,2026-05-24,7
TKT001121,CUST0073,FLT00105,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001122,CUST0046,FLT00480,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,3
TKT001123,CUST0295,FLT00388,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001124,CUST0162,FLT00393,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,resolved,2026-05-24,5
TKT001125,CUST0181,FLT00244,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,in_progress,2026-05-24,3
TKT001126,CUST0131,FLT00070,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,critical,resolved,2026-05-24,5
TKT001127,CUST0108,FLT00186,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,in_progress,2026-05-24,3
TKT001128,CUST0069,FLT00218,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,3
TKT001129,CUST0147,FLT00228,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,3
TKT001130,CUST0125,FLT00280,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,open,2026-05-24,30
TKT001131,CUST0125,FLT00249,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,3
TKT001132,CUST0246,FLT00198,service,Meal not served in business class on this flight.,0.0,neutral,high,in_progress,2026-05-24,3
TKT001133,CUST0299,FLT00011,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001134,CUST0293,FLT00414,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT001135,CUST0185,FLT00357,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,in_progress,2026-05-24,3
TKT001136,CUST0173,FLT00245,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,high,in_progress,2026-05-24,5
TKT001137,CUST0227,FLT00164,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,5
TKT001138,CUST0244,FLT00369,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,5
TKT001139,CUST0093,FLT00052,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001140,CUST0194,FLT00211,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,30
TKT001141,CUST0090,FLT00447,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,14
TKT001142,CUST0292,FLT00241,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,open,2026-05-24,3
TKT001143,CUST0253,FLT00343,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,in_progress,2026-05-24,30
TKT001144,CUST0078,FLT00159,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,closed,2026-05-24,5
TKT001145,CUST0269,FLT00370,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,open,2026-05-24,5
TKT001146,CUST0196,FLT00105,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,open,2026-05-24,3
TKT001147,CUST0177,FLT00149,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,closed,2026-05-24,30
TKT001148,CUST0151,FLT00061,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,7
TKT001149,CUST0110,FLT00143,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,in_progress,2026-05-24,7
TKT001150,CUST0252,FLT00301,service,Meal not served in business class on this flight.,0.0,neutral,high,open,2026-05-24,3
TKT001151,CUST0015,FLT00119,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,5
TKT001152,CUST0134,FLT00316,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,open,2026-05-24,7
TKT001153,CUST0017,FLT00060,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,14
TKT001154,CUST0095,FLT00275,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,1
TKT001155,CUST0203,FLT00058,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,resolved,2026-05-24,3
TKT001156,CUST0225,FLT00362,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,in_progress,2026-05-24,3
TKT001157,CUST0052,FLT00143,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,open,2026-05-24,1
TKT001158,CUST0101,FLT00447,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,open,2026-05-24,5
TKT001159,CUST0074,FLT00068,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,critical,resolved,2026-05-24,5
TKT001160,CUST0073,FLT00181,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,in_progress,2026-05-24,1
TKT001161,CUST0031,FLT00166,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,open,2026-05-24,5
TKT001162,CUST0240,FLT00213,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,open,2026-05-24,3
TKT001163,CUST0071,FLT00468,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,resolved,2026-05-24,5
TKT001164,CUST0229,FLT00342,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT001165,CUST0132,FLT00306,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,3
TKT001166,CUST0271,FLT00126,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001167,CUST0061,FLT00264,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,resolved,2026-05-24,1
TKT001168,CUST0117,FLT00124,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,closed,2026-05-24,14
TKT001169,CUST0181,FLT00170,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,7
TKT001170,CUST0100,FLT00281,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,3
TKT001171,CUST0015,FLT00352,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,closed,2026-05-24,5
TKT001172,CUST0143,FLT00460,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,closed,2026-05-24,14
TKT001173,CUST0115,FLT00473,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,3
TKT001174,CUST0171,FLT00352,service,Meal not served in business class on this flight.,0.0,neutral,critical,in_progress,2026-05-24,30
TKT001175,CUST0114,FLT00456,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,closed,2026-05-24,5
TKT001176,CUST0257,FLT00148,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT001177,CUST0259,FLT00189,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,resolved,2026-05-24,30
TKT001178,CUST0194,FLT00116,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,open,2026-05-24,5
TKT001179,CUST0185,FLT00362,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,open,2026-05-24,5
TKT001180,CUST0012,FLT00480,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,3
TKT001181,CUST0128,FLT00478,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,3
TKT001182,CUST0041,FLT00191,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,low,closed,2026-05-24,5
TKT001183,CUST0099,FLT00238,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,1
TKT001184,CUST0104,FLT00070,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,30
TKT001185,CUST0132,FLT00071,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,3
TKT001186,CUST0135,FLT00078,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,7
TKT001187,CUST0200,FLT00130,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,1
TKT001188,CUST0185,FLT00417,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,in_progress,2026-05-24,1
TKT001189,CUST0218,FLT00361,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,14
TKT001190,CUST0125,FLT00362,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001191,CUST0279,FLT00302,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,14
TKT001192,CUST0125,FLT00310,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,open,2026-05-24,14
TKT001193,CUST0266,FLT00206,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,closed,2026-05-24,14
TKT001194,CUST0008,FLT00152,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,closed,2026-05-24,1
TKT001195,CUST0180,FLT00033,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT001196,CUST0049,FLT00104,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,in_progress,2026-05-24,7
TKT001197,CUST0236,FLT00458,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,1
TKT001198,CUST0060,FLT00092,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,closed,2026-05-24,5
TKT001199,CUST0117,FLT00397,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,5
TKT001200,CUST0093,FLT00150,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,1
TKT001201,CUST0205,FLT00125,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,open,2026-05-24,5
TKT001202,CUST0118,FLT00351,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,in_progress,2026-05-24,3
TKT001203,CUST0246,FLT00431,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,in_progress,2026-05-24,3
TKT001204,CUST0211,FLT00350,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,open,2026-05-24,30
TKT001205,CUST0045,FLT00022,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,7
TKT001206,CUST0009,FLT00003,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,critical,resolved,2026-05-24,30
TKT001207,CUST0246,FLT00311,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001208,CUST0244,FLT00316,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,1
TKT001209,CUST0249,FLT00230,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,critical,in_progress,2026-05-24,1
TKT001210,CUST0113,FLT00390,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,resolved,2026-05-24,30
TKT001211,CUST0082,FLT00117,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001212,CUST0020,FLT00003,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,3
TKT001213,CUST0280,FLT00296,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,3
TKT001214,CUST0041,FLT00031,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,open,2026-05-24,1
TKT001215,CUST0222,FLT00142,service,Meal not served in business class on this flight.,0.0,neutral,high,closed,2026-05-24,1
TKT001216,CUST0281,FLT00249,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,resolved,2026-05-24,1
TKT001217,CUST0284,FLT00378,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,open,2026-05-24,3
TKT001218,CUST0030,FLT00217,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,closed,2026-05-24,1
TKT001219,CUST0001,FLT00190,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,14
TKT001220,CUST0233,FLT00423,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,7
TKT001221,CUST0094,FLT00440,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,in_progress,2026-05-24,14
TKT001222,CUST0107,FLT00121,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,critical,in_progress,2026-05-24,1
TKT001223,CUST0077,FLT00408,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,open,2026-05-24,5
TKT001224,CUST0103,FLT00420,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,in_progress,2026-05-24,5
TKT001225,CUST0236,FLT00077,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,resolved,2026-05-24,5
TKT001226,CUST0220,FLT00158,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,3
TKT001227,CUST0058,FLT00213,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001228,CUST0065,FLT00207,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,in_progress,2026-05-24,14
TKT001229,CUST0092,FLT00066,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,closed,2026-05-24,3
TKT001230,CUST0143,FLT00404,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,medium,in_progress,2026-05-24,14
TKT001231,CUST0226,FLT00218,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,resolved,2026-05-24,1
TKT001232,CUST0028,FLT00462,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001233,CUST0166,FLT00278,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,critical,resolved,2026-05-24,7
TKT001234,CUST0041,FLT00219,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,open,2026-05-24,3
TKT001235,CUST0053,FLT00110,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,in_progress,2026-05-24,3
TKT001236,CUST0104,FLT00322,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,closed,2026-05-24,3
TKT001237,CUST0031,FLT00129,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,in_progress,2026-05-24,7
